retard begin1717380732530090, 0.00
1717380732532647, 0.00
1717380732534906, 0.00
1717380732537566, 0.00
1717380732540220, 0.00
1717380732542617, 0.00
1717380732544865, 0.00
1717380732548594, -3.02
1717380732551237, -3.02
1717380732553486, -3.02
1717380732556423, -3.02
1717380732559078, -3.02
1717380732561733, -3.02
1717380732563992, -3.02
1717380732566708, -3.02
1717380732569363, -3.02
1717380732572017, -3.02
1717380732574266, -3.02
1717380732576900, -3.02
1717380732579554, -3.02
1717380732582226, -3.02
1717380732584480, -3.02
1717380732587129, -3.02
1717380732589777, -3.02
1717380732592452, -3.02
1717380732594699, -3.02
1717380732598421, -3.01
1717380732601068, -3.01
1717380732603317, -3.01
1717380732605567, -3.01
1717380732608208, -3.01
1717380732610864, -3.01
1717380732613135, -3.01
1717380732615384, -3.01
1717380732618035, -3.01
1717380732620689, -3.01
1717380732622944, -3.01
1717380732625191, -3.01
1717380732627437, -3.01
1717380732630088, -3.01
1717380732632491, -3.01
1717380732634743, -3.01
1717380732637382, -3.01
1717380732640037, -3.01
1717380732642477, -3.01
1717380732644724, -3.01
1717380732648429, -3.02
1717380732651084, -3.02
1717380732653331, -3.02
1717380732656302, -3.02
1717380732658576, -3.02
1717380732661216, -3.02
1717380732663463, -3.02
1717380732666341, -3.02
1717380732668998, -3.02
1717380732671651, -3.02
1717380732673900, -3.02
1717380732676533, -3.02
1717380732679190, -3.02
1717380732681844, -3.02
1717380732684090, -3.02
1717380732686726, -3.02
1717380732689381, -3.02
1717380732692058, -3.02
1717380732694304, -3.02
1717380732698022, -3.01
1717380732700672, -3.01
1717380732702932, -3.01
1717380732705178, -3.01
1717380732707812, -3.01
1717380732710477, -3.01
1717380732712789, -3.01
1717380732715047, -3.01
1717380732717701, -3.01
1717380732720355, -3.01
1717380732722630, -3.01
1717380732724877, -3.01
1717380732727528, -3.01
1717380732730181, -3.01
1717380732732444, -3.01
1717380732734699, -3.01
1717380732737352, -3.01
1717380732740007, -3.01
1717380732742348, -3.01
1717380732744596, -3.01
1717380732748322, -3.01
1717380732750963, -3.01
1717380732753211, -3.01
1717380732755458, -3.01
1717380732758103, -3.01
1717380732760759, -3.01
1717380732763010, -3.01
1717380732765980, -3.01
1717380732768633, -3.01
1717380732771287, -3.01
1717380732773541, -3.01
1717380732776200, -3.01
1717380732778854, -3.01
1717380732781510, -3.01
1717380732783781, -3.01
1717380732786029, -3.01
1717380732788681, -3.01
1717380732791336, -3.01
1717380732793584, -3.01
1717380732796913, -3.01
1717380732799545, -3.01
1717380732802216, -3.01
1717380732804463, -3.01
1717380732807123, -3.01
1717380732809768, -3.01
1717380732812226, -3.01
1717380732814472, -3.01
1717380732817121, -3.01
1717380732819776, -3.01
1717380732822204, -3.01
1717380732824451, -3.01
1717380732827100, -3.01
1717380732829755, -3.01
1717380732832219, -3.01
1717380732834464, -3.01
1717380732837110, -3.01
1717380732839763, -3.01
1717380732842196, -3.01
1717380732844443, -3.01
1717380732848127, -3.02
1717380732850781, -3.02
1717380732853032, -3.02
1717380732855847, -3.02
1717380732858501, -3.02
1717380732861156, -3.02
1717380732863413, -3.02
1717380732866069, -3.02
1717380732868725, -3.02
1717380732871379, -3.02
1717380732873625, -3.02
1717380732876263, -3.02
1717380732878508, -3.02
1717380732881144, -3.02
1717380732883401, -3.02
1717380732886057, -3.02
